"고객번호","이용금액14_1","이용금액14_2","이용금액14_3","이용금액14_4","이용금액15_1","이용금액15_2","이용금액15_3","이용금액15_4","고객구분"
"05395",2158107,1634123,1240079,1001961,934146,1353368,506079,494763,"1"
"05396",1259909,1556158,2600802,1453410,1458932,1871935,2592088,1897149,"0"
"05397",2659863,2889431,2934637,1927976,5391498,1850127,4234814,3986518,"1"
"05398",784391,1665704,2007014,2301729,2468515,3136714,2696289,1899240,"0"
"05399",1222560,1215556,1791123,1763831,1127643,1482702,1490421,1207089,"0"
"05400",1381425,1513325,1157866,1011651,1694542,1320758,1573895,1090077,"1"
"05401",2852187,2981563,4491892,3164349,4107988,4422341,4146184,2966585,"0"
"05402",1059270,950763,1592128,813093,1082364,893732,1506604,1194254,"1"
"05403",2229490,1970124,2363405,2183811,2411360,1737148,2370795,2038650,"1"
"05404",1975307,4552037,12775248,11020482,11340184,10653437,8835279,3358986,"0"
"05405",1591978,2336246,1864750,2397270,2146781,2076113,1367442,1211085,"0"
"05406",1493873,1393206,1536650,1033824,1564463,1282043,2085793,1340053,"1"
"05407",2773275,1669098,2337798,2108226,1858231,2594082,2223101,1918953,"1"
"05408",5582565,4542955,4720439,5503910,3137829,3739653,3980179,3872559,"1"
"05409",19072202,16803170,16283244,17615702,9008750,28425762,21111475,23975539,"0"
"05410",1213767,1317072,1396783,815615,997863,1543907,1403389,918636,"0"
"05411",1233128,1092363,1511389,1807699,2306459,1445975,1904681,1947364,"0"
"05412",983691,2892389,3417229,952903,1741447,2834364,2477469,2707663,"0"
"05413",3026042,3252122,2998303,3259456,4545843,2152015,2886194,2112661,"1"
"05414",1826403,1406358,1145131,1401234,2058626,1944569,3142616,2249462,"0"
"05415",13146586,13543686,11075727,13678841,6338568,6900529,4902082,20660403,"1"
"05416",683203,1011454,686849,609242,1039007,1063444,1864228,560634,"0"
"05417",9904165,9802313,9643580,8868667,17113622,7275569,8659354,16023455,"1"
"05418",1677724,2416391,1678528,1532157,2241538,2292220,2167877,1712632,"0"
"05419",10811375,8487760,7350906,7795756,2777144,4010844,4335922,6707166,"1"
"05420",869729,3347678,1611284,1423033,3620061,2516197,3393375,2181726,"0"
"05421",8103939,9246281,8177927,8265058,5388718,7179414,6473636,9266827,"1"
"05422",2023890,1611099,1853911,2459805,1542352,994995,1892408,2356828,"1"
"05423",1814697,1842996,2011518,1693372,1443442,2677557,1629004,1128072,"0"
"05424",6628613,10195872,29812011,13575044,18417388,23718458,7587235,7939182,"0"
"05425",1202371,922992,726914,993797,1044880,930675,820507,1119478,"1"
"05426",5328068,3083853,3925642,3088908,2318663,2947666,4497166,4625366,"1"
"05427",3101387,3467949,8717121,9268151,2054859,2878412,2157431,2971552,"1"
"05428",8587747,8148844,8194018,15400063,10722823,24690663,4198705,9174498,"0"
"05429",2515896,2138048,3078727,1972488,2111224,1544751,1879573,1781275,"1"
"05430",4686509,3541019,2316601,3923269,2876720,2174331,2574208,2777398,"1"
"05431",4039023,4663995,4186608,3303788,3935381,3458295,5109612,2799191,"1"
"05432",9201333,30097338,10607158,14850977,10680099,25898427,8322473,15573431,"0"
"05433",2803375,3480684,1955056,2022849,2568030,3364570,1480409,2414802,"0"
"05434",2023405,759062,1220356,1297174,1746936,2170519,2015955,3052095,"0"
"05435",4908900,1924286,1063748,961710,1776558,1450321,1147251,1413947,"1"
"05436",2479314,1863956,2903173,1135812,1800621,1310021,3382803,962218,"1"
"05437",9589189,5414203,6001441,4807167,5624716,6666622,3776876,3500521,"1"
"05438",1666764,1218435,1315348,1790303,909154,1071498,1028204,810460,"1"
"05439",1858785,2271548,1790651,2793138,3872721,4205952,4093632,2293833,"0"
"05440",1709221,5273179,1964020,2941053,4476617,2703696,3989526,4682354,"0"
"05441",1445011,1071069,952354,1405005,1452316,2110783,2490419,2250961,"0"
"05442",20925902,23107939,13346454,10894446,15493303,9457842,10504145,13005339,"1"
"05443",2360631,2338144,1963527,1712854,2634168,2502664,2975085,2618691,"0"
"05444",669099,699887,1235889,1218626,1735974,1633504,1993379,1071236,"0"
"05445",8035648,8546696,8990350,12255751,10879886,9728956,10380041,10433480,"0"
"05446",1222359,1320888,931120,643894,1302531,2192492,1377912,1841207,"0"
"05447",978483,1211318,728402,903127,929743,545622,487937,455746,"1"
"05448",1164883,1310602,1066356,1735684,1885412,1562534,1794849,920641,"0"
"05449",2599831,1482444,2006906,1825418,1053094,1875446,1235325,718618,"1"
"05450",3133884,2519516,3344053,1265869,2153578,1918103,2409218,1618747,"1"
"05451",1711004,1741740,2864529,1756866,2046443,2314109,2670154,1836790,"0"
"05452",1151280,1242142,1280395,567944,753084,1364945,1061334,1066374,"0"
"05453",2638086,1968600,2208739,797200,1021977,705984,539538,971008,"1"
"05454",694747,354277,516515,610557,1411017,2200233,1300417,686097,"0"
"05455",1410150,1456538,1039952,1036319,1451801,781321,733307,364466,"1"
"05456",2291007,2185376,2958799,2745722,2720974,1653092,916090,997428,"1"
"05457",8181473,7872848,8586669,5190913,440682,6153604,5849844,6034881,"1"
"05458",1027657,1636841,1077348,1036781,751906,1346560,1624897,962560,"0"
"05459",1904859,2789931,1775347,2342260,2474160,3060679,2269801,2340443,"0"
"05460",9090622,7676886,7297711,3664811,1987261,5229404,2210047,10660596,"1"
"05461",1232416,1602223,2391146,2528764,2225002,2398232,4000912,2440268,"0"
"05462",8483782,5331155,5191226,5072804,6982733,10926407,10302881,3888896,"0"
"05463",2450956,1717448,1674600,1634249,1830424,1121731,1451749,1439874,"1"
"05464",1172452,668095,1902456,1092614,4046483,1793766,1042952,1499486,"0"
"05465",5258537,3788589,2269294,852782,2699858,2464043,2166982,1223336,"1"
"05466",4213468,8796392,2219519,8205427,5551025,5518706,14897364,5392774,"0"
"05467",1961098,1604474,1770893,1973791,1790812,2034091,2272355,1240525,"0"
"05468",11441097,8100097,25492565,13638158,34586591,20806642,7189979,19645017,"0"
"05469",1283051,2046277,4244070,2571914,2783217,1659453,2482980,1867759,"0"
"05470",3672629,4653996,1911729,2992290,3815849,2343613,3475486,3952902,"1"
"05471",1796898,1970725,2219527,1705478,2467728,1823083,1464457,1622413,"0"
"05472",1773565,1631015,1411949,1716463,1699209,1198195,1331275,1151720,"1"
"05473",14762006,10659316,7059594,11796305,5700323,5902343,12268517,13564870,"1"
"05474",1747884,1883629,1909966,1758976,2451501,2132451,1382891,1052082,"0"
"05475",14881296,5839428,16043173,9720478,1258846,5502200,4740280,4090737,"1"
"05476",6470169,4708690,1588849,14300096,6681408,8418550,7267544,8621161,"0"
"05477",1243369,1848653,1971699,1493899,2132652,1859371,2092260,2498357,"0"
"05478",1008063,984381,1294627,663472,611617,867112,14647210,8229824,"1"
"05479",1604510,2288753,5484766,1151276,4233424,3005606,1083499,697107,"0"
"05480",1722826,1469429,1223494,1054524,1629969,1558954,1291138,1069723,"1"
"05481",5650252,7657933,5611860,4906795,6726257,3324700,5236685,20335691,"1"
"05482",5199355,6418798,5576016,2660744,6099891,6016592,2690370,8584680,"0"
"05483",257169,1255431,1081086,537810,778506,710361,529688,435702,"0"
"05484",9921965,5504313,6425476,10509500,20507331,11376630,13940400,13576696,"0"
"05485",1967868,1782180,3522637,2876688,3182624,2798034,3508230,3379217,"0"
"05486",190790,2728636,3932862,4793427,5467801,3967176,11890982,2924704,"0"
"05487",2615059,2234915,2152339,3124650,6930300,4311336,4472689,3936090,"0"
"05488",1454808,868937,1268295,37453838,1786888,5495900,2306192,3596947,"0"
"05489",7695001,3268385,1511992,3323890,3301636,7676163,2525467,2215793,"1"
"05490",3190516,3136953,3250950,4099102,4165541,4707872,6334516,6989951,"0"
"05491",11065110,18487739,11473722,7505937,6602256,7756476,4371276,10642027,"1"
"05492",2618785,5457224,2929457,2256068,2354694,3155971,3169822,2348543,"0"
"05493",13717474,7817102,10135053,5890184,3101727,3056785,5146771,3896475,"1"
"05494",5042268,13433965,11233218,17297705,9552483,17125454,8480372,34705900,"0"
"05495",2143939,1925094,5090253,3039832,2032869,44362887,19454139,8236669,"0"
"05496",12489417,15172552,7741094,8420548,7086780,13296900,10100888,15855621,"0"
"05497",1202361,1642414,2038482,597138,2907104,1996474,2747202,2577747,"0"
"05498",2814521,7791693,4853318,4470487,3781576,2764126,5370365,3784578,"1"
"05499",7162489,8737380,20981652,5723882,12326675,10952888,6553046,12014254,"0"
"05500",2023821,1295559,1326480,1043444,1518202,1155245,1251646,906416,"1"
"05501",1131352,2471618,3400112,2509854,4394155,8976620,6084227,8908357,"0"
"05502",1859657,1449036,1549152,1119728,1838468,1966209,1333822,1043266,"0"
"05503",3083313,3153264,4796218,2403181,2690205,3580417,4250557,6434655,"0"
"05504",4799460,8495905,10512049,6881982,8116630,7345911,4516876,14577320,"0"
"05505",6715578,3748242,4348878,3432723,3657195,3165898,12509707,3120953,"1"
"05506",1086605,2109789,1720820,1838143,3970750,1792236,1469914,2083759,"0"
"05507",2388886,3929289,9061996,11514007,13065348,5629700,7405952,10593927,"0"
"05508",1253878,1225173,987807,733672,860028,735933,818027,714052,"1"
"05509",2016314,1694176,2219519,1320047,1386126,2429081,1248623,893220,"0"
"05510",2554819,841665,1605580,2506594,4279756,3331783,6172068,2363205,"0"
"05511",1225086,3407145,1956654,2667292,1399774,3295930,2049340,1331532,"0"
"05512",1290169,1750536,1879652,2376474,3514327,1350804,3452458,3726446,"0"
"05513",651057,786855,541412,517565,325508,747569,563475,354323,"0"
"05514",889011,1185132,1881766,1454855,1572404,3226008,2196940,1696846,"0"
"05515",1834940,1429954,2776518,1396713,1627473,2550361,2216012,1329386,"0"
"05516",3111942,2610148,2597850,2021733,1816089,3638673,2491803,2278572,"0"
"05517",2685199,1814240,2183495,4016807,1712947,2255415,3163668,2502310,"1"
"05518",1874839,1023682,1733334,1747685,2330716,1488495,1941955,1349473,"1"
"05519",843466,956037,1020774,789487,951019,1348278,1331700,962060,"0"
"05520",2290828,1167456,598607,1469726,1738613,1091397,2656397,806489,"1"
"05521",2392132,5059513,4281235,3876679,4338369,7664113,3802202,5896129,"0"
"05522",1706733,1103163,1531899,841524,1344071,1399987,2227215,990165,"1"
"05523",3335444,3106819,3534001,2167865,1996506,4256740,5008997,3854378,"0"
"05524",1319384,925847,1736830,1149090,1435911,1156598,1711205,929227,"1"
"05525",1716512,1184305,1675881,1024698,1886124,1829355,1948600,2599343,"0"
"05526",1175088,3155420,3301940,2377019,3688863,2936832,1959253,13330357,"0"
"05527",60331408,17572335,12982992,22720493,22532630,17545493,18475395,42595984,"1"
"05528",1336545,1087429,1348877,892660,1033596,1081946,1177278,1300112,"1"
"05529",9011001,17445583,16268121,9466174,30387208,9461880,9934563,19681448,"0"
"05530",4494624,3036742,2637436,3872050,4695247,3039413,1881206,2070118,"1"
"05531",230773,30188,330650,342949,201194,140184,1262705,970558,"1"
"05532",11887755,17856957,12029468,16601770,18265215,18518046,16256978,18678699,"0"
"05533",1028076,944712,1252557,912484,1088840,763780,1244538,625955,"1"
"05534",1884999,1940588,1576363,1448509,1553057,1869417,1136313,779165,"1"
"05535",1200989,1466918,2695516,1498754,2182356,1958937,2436703,1419083,"0"
"05536",3867651,3304818,2910347,3170781,2555279,3210445,1672689,3275597,"1"
"05537",520115,619448,794912,658874,828429,5850912,3444303,895439,"0"
"05538",2290438,1943233,2677516,1555892,2420708,1881319,2093283,1585323,"1"
"05539",3052499,1617223,2671988,1598122,2308785,3008502,3626081,1507278,"1"
"05540",4807491,4683285,8532988,7022849,4044330,5503309,4390394,4424166,"0"
"05541",4081287,10427979,3833410,8863487,9012289,6229936,6898386,8769173,"0"
"05542",1457526,2719868,19414583,17557826,20567372,3490835,6360448,12014838,"0"
"05543",342763,356913,1443523,251537,277895,768515,680778,603188,"0"
"05544",5220669,4460537,7878365,6611130,9049898,10918143,8400905,6407004,"0"
"05545",1110157,839863,756271,788340,1001924,960314,971444,927041,"1"
"05546",12938543,6988040,6427171,9894983,10117477,5394230,9865536,17529263,"1"
"05547",3355009,3891320,2817685,2952061,2761405,2711357,1755371,1940093,"1"
"05548",1430734,1585922,1708048,974044,1280281,1502919,1255297,835970,"0"
"05549",5583250,4863422,3813658,4213423,4281417,4332197,5925602,3105979,"1"
"05550",1943045,2430075,1825745,2046933,2502745,1467062,1917421,1604157,"1"
"05551",366405,833362,838518,477564,304797,890890,696892,426585,"0"
"05552",8248988,14597369,11189986,10749744,5926553,15344367,7530258,9820420,"0"
"05553",2437302,2543925,2278585,1346957,1653496,2470990,1883478,1178081,"0"
"05554",4016414,10448835,8984233,4094417,7412512,3932077,9052471,3173193,"1"
"05555",23283786,17477059,7450986,35623777,1562592,3480757,10775962,16766417,"1"
"05556",6444038,2911833,5313862,4135395,4455862,4692429,2570777,8590711,"1"
"05557",3427021,3645811,4440923,4204382,5141505,6212855,4982009,4264182,"0"
"05558",2127653,2255657,2035807,2341305,2296972,2591651,3563194,2209004,"0"
"05559",1454856,1721742,1712960,1345974,1799720,2004044,1923115,2142542,"0"
"05560",2992759,2430761,2372130,1337130,1015696,2751105,1689881,1792672,"1"
"05561",9610032,5847383,12767312,7586087,8231188,5967861,7615728,34838370,"1"
"05562",5097667,4489282,3452763,4307331,2007003,3740358,3018060,3422127,"1"
"05563",1518706,1661588,1562601,2274978,2188849,2085636,2912801,1977017,"0"
"05564",7622882,12570502,7844451,10390115,7589383,24703681,11153501,13481384,"0"
"05565",15746268,11046784,7177354,13142486,14222434,16855057,11078954,10944473,"0"
"05566",1630708,1471904,1924126,3139287,1375420,1826773,1292504,1933689,"0"
"05567",2366207,3004773,3625523,2882319,2842882,2510247,3617614,2427252,"0"
"05568",6562462,3994183,5132519,3857776,6600141,8686784,8236999,5792450,"0"
"05569",3125664,6300973,5188727,5192919,4481203,4909701,4616278,9326533,"0"
"05570",5149057,7053669,5687019,2115969,9705003,3060469,2546096,1192692,"1"
"05571",1930759,1637041,3651898,1862944,3940987,3953336,3838384,4046622,"0"
"05572",741743,915401,692349,381552,539640,617124,752727,166705,"1"
"05573",6395847,3225413,2182253,2320776,4820056,4606066,3289768,2895435,"1"
"05574",1318545,2371930,1048359,1143866,3855641,1649028,4234978,3999977,"0"
"05575",3448042,4482227,3192335,5258475,3416092,3723240,6698320,5833767,"0"
"05576",1901176,1564117,2106455,1945090,2060331,1498674,2829237,1383712,"1"
"05577",3904857,5054409,4209983,3388603,3290194,3724460,16245210,3791599,"1"
"05579",2818281,3378839,4053427,2824269,3546644,3275736,3621691,3074679,"0"
"05580",3431522,3130631,5677655,3888835,3627167,3682915,3533017,3244396,"0"
"05581",950373,1017543,727749,646900,1011844,938536,701768,733369,"1"
"05582",8056995,15549993,4046940,19739878,18748249,5851664,4881792,8490214,"1"
"05583",2662549,7155551,6480387,2312256,3032189,2754053,2720087,2220292,"0"
"05584",131944441,106471166,61571740,73331244,62890089,21981479,29818218,77668981,"1"
"05585",1594401,1698003,1654261,1704045,2701801,2471875,2738838,2198743,"0"
"05586",1124300,1072886,1494258,1263178,1526360,1098935,1512355,1378290,"1"
"05587",1349820,1256346,1880253,895542,1612641,1455711,1856796,1693341,"0"
"05588",2474408,1764741,2362967,1548134,1916049,2079517,2192744,1236697,"1"
"05589",4263233,21264315,3008851,2301866,6624772,5636896,2775932,8371074,"0"
"05590",5471139,6449957,20892550,11331020,7083078,8285412,8906277,3980337,"0"
"05591",2153613,1500523,1091212,1352350,1879672,1302701,1580238,1116852,"1"
"05592",17964867,14299320,21355931,24089149,22398785,14470085,10630602,19446526,"1"
"05593",2426576,4142330,5531509,3711989,2327783,7811646,5335822,7517126,"0"
"05594",17106867,16980089,12971176,13148589,9243222,17807434,11135523,12818999,"0"
"05595",2217397,1441822,1748193,1299006,824019,1191933,1077723,657825,"1"
"05596",3154021,4784036,3346941,2128085,11143257,5321307,4971293,4903937,"0"
"05597",760838,1057393,2291072,1472392,2516359,9820004,3890658,4656754,"0"
"05598",3584752,3916676,3913535,6556345,11654886,7303654,6847399,7276628,"0"
"05599",802296,708645,797502,535968,644113,867486,1017679,978190,"0"
"05600",2035007,1241661,1765004,1317946,1508864,1700082,1673560,1060450,"1"
"05601",9238361,4082669,16104885,10980098,14483484,19639767,5153544,1487234,"0"
"05602",8041187,4017931,3009497,4954461,5142584,10671682,8532667,2439080,"0"
"05603",1048978,758739,1181385,839117,819053,957241,984711,1147428,"1"
"05604",3884935,3879393,4433963,2758683,2843352,1173751,1374565,1423551,"1"
"05605",2132852,1737807,1335380,1298511,3233440,1809780,1798467,1996956,"1"
"05046",1236525,773932,979515,1166187,1537290,844800,657371,354279,"1"
"05047",6160188,6368774,9126964,6520422,10537049,7952145,8538078,17867951,"0"
"05048",8215420,24715168,4696367,6303166,12176393,5019117,7742225,5556092,"1"
"05049",2688560,1872865,2423272,1591736,3791150,1861978,1780176,2716785,"1"
"05050",2659549,3022810,2132291,2746712,2651631,2271893,2357866,2006813,"1"
"05051",3379185,3277534,3082383,3056115,2391164,2919049,2614158,7084979,"1"
"05052",2603834,1428281,1831077,2780758,3226529,1880946,2282805,1615613,"1"
"05053",6820270,4604865,7160489,10700566,9068001,6579765,6346999,3478769,"1"
"05054",1566774,1473139,1407302,1175978,1326645,1551133,1312969,988357,"1"
"05055",1158836,1149593,1432808,1101356,1257093,994846,1876661,1065445,"1"
"05056",1489988,1672222,1081872,705084,1661737,1480553,1603680,1369855,"1"
"05057",9567083,3991481,3524319,4091790,2111140,11795242,4315676,7879621,"0"
"05058",1604268,1130050,1762697,1078259,1819024,1371690,1592393,1372443,"1"
"05059",590995,470420,354590,1013713,1790520,1715195,2035154,1384844,"0"
"05060",1806738,1971418,3582890,2000304,2035567,3327594,2467469,1319274,"0"
"05061",1700793,1134768,2407433,1160158,1721475,1734382,2179114,1031029,"0"
"05062",7956915,6948511,9264464,6430500,11396892,5727603,6222628,7709475,"1"
"05063",2098730,3776403,2745105,4094713,3141361,1635802,1045190,1376022,"1"
"05064",1586421,1501385,1587697,803917,1015494,969732,1444859,846098,"1"
"05065",3148002,1426003,5857915,1345523,4982454,2727301,4955411,2318878,"1"
"05066",122620,1065180,1150073,2069833,1481614,1915139,1851100,1139692,"0"
"05067",1193369,1917078,1539972,1390678,3912559,1609232,4722225,590019,"0"
"05068",1635232,2793707,2149484,1156549,1931546,2083589,3215741,1302044,"0"
"05069",1600113,500592,872626,3467525,413467,2029487,1194068,1136888,"0"
"05070",1031428,1018448,1294954,719737,1367140,1012326,1151571,870003,"1"
"05071",2894024,2441356,1905537,2382022,1919823,1636020,5148084,1593890,"1"
"05072",2141351,6185090,5970407,1892877,1912571,3093788,2034200,3838604,"0"
"05073",1569899,2210748,2256201,4349440,2750282,4826062,1826896,2552203,"0"
"05074",2306593,3499150,4938458,1250054,1843954,3568970,3303507,2373390,"0"
"05075",2162433,2256268,4629170,2205303,2087053,3022664,2122276,2506468,"0"
"05076",1945813,1104198,2742823,3141824,3884269,6528533,5462961,10160134,"0"
"05078",5171891,3693779,2588294,7804902,3318675,5651634,1614659,3407858,"0"
"05079",9971559,14989100,11832985,11366706,10974356,10693870,10600400,9553086,"0"
"05080",3130167,2278055,1494907,653841,1805248,1697225,1119972,79791,"1"
"05081",5277184,1256488,5878935,2625185,2005788,2460117,2290563,579220,"1"
"05082",390475,2742382,3277260,1825566,2316591,1683910,1902405,3655088,"0"
"05083",1021263,1362882,2308125,1214359,2264079,3363916,8939236,4210661,"0"
"05084",1481199,1497568,1636002,1258569,1643570,1855118,1572899,1560827,"0"
"05085",380499,26008,309941,564878,688704,1347420,1260954,1171217,"0"
"05086",1845290,2530472,2755730,3013790,2677147,3305506,2068458,2187414,"0"
"05087",2004772,1741143,1679919,1413237,1342666,1581366,1599366,1134410,"1"
"05088",11165043,23880415,34851708,29475486,13697553,21294651,17429701,25868246,"0"
"05089",1646164,1092541,1938303,1576097,1027579,1378528,1686314,1233772,"1"
"05090",850072,694600,853935,793061,675766,1523411,960432,806200,"0"
"05091",10943914,8147576,5622915,6709754,4985141,6013838,5316299,5093678,"1"
"05092",2718701,2886833,2011048,2202617,1087309,3032056,1594149,1820251,"0"
"05093",1294568,840432,1032163,680924,967770,868085,1388083,918444,"1"
"05094",2758433,3473175,5701603,3161744,3540444,4936658,8827068,3190832,"0"
"05095",1159164,1542962,2715895,1369979,2315667,307106,63542,507698,"1"
"05096",8871935,3100368,11230730,6868892,9591570,6232179,9837326,7927436,"1"
"05098",6864585,7078427,4381011,5834361,7188109,9907134,8608244,6713196,"0"
"05099",7524764,8767167,11272664,7253583,7358737,11954680,6093855,12178912,"0"
"05100",1185889,881475,1027986,869245,869918,1094379,1355904,210888,"1"
"05101",1895425,2338577,1731465,1351706,1963783,2278752,2610709,1968957,"0"
"05102",2180857,2542093,1921431,2026066,2692085,2169894,2285581,1378180,"1"
"05103",4010310,1402646,2523591,1687486,2414301,4211114,2760075,3464051,"0"
"05104",2505303,3017808,3416927,1916153,1574040,1565374,1622548,1739424,"1"
"05105",3660237,2272217,3110107,1996249,3253107,6309630,4062922,4540398,"0"
"05106",4362332,4538383,2453605,3476510,1873221,1412372,1985174,2655366,"1"
"05107",7431135,6981392,9777904,10395524,5565694,8314546,10413072,8263937,"0"
"05108",1808409,708874,932782,740007,1095163,1383890,1315805,1147386,"1"
"05109",2441792,2095415,2962114,1468253,2530562,2072695,3499263,1678187,"1"
"05110",1898801,1638465,1625322,1474549,2466913,2347018,2657891,1617717,"0"
"05111",41979406,14169808,10174673,8996559,9038966,7232002,7591482,18261094,"1"
"05112",2248511,1187705,1994393,2003415,2258113,3006402,2755208,1422115,"0"
"05113",5930585,6568453,4981980,3801390,7519165,7218703,10572748,5463567,"0"
"05114",4176386,4925968,4113392,1727210,3697024,5725661,4278767,7184203,"0"
"05115",4934518,5999497,5562761,5844125,4757061,5674933,5554690,5155425,"0"
"05116",1525716,2086260,848454,829150,1364204,1187601,1377426,1284194,"1"
"05117",1037359,2089335,957320,1483244,1310376,1077942,1141612,768280,"0"
"05118",1005716,1072665,1140007,1095378,1729459,581847,869836,825331,"1"
"05119",1299419,1888438,1059769,1049065,934886,879319,1149504,797316,"1"
"05120",11052753,8880564,7345638,4065122,3757692,3117331,2942426,345531,"1"
"05121",7584808,3689481,4111259,3755111,4532176,4003763,3886162,3426193,"1"
"05122",1089277,1150765,2985639,1082444,1325492,1128745,2182631,1827144,"0"
"05123",2203163,1991591,1471916,975160,1559953,1253098,1520324,1225816,"1"
"05124",14961791,10481048,4884549,7666975,6664123,4615436,10217581,4933426,"1"
"05125",1388178,1833391,2039866,1725492,2130141,2758730,2867544,1576708,"0"
"05126",2698141,2494699,2387882,2579221,2860701,2878852,2589059,1979670,"0"
"05127",4276518,4829892,6450611,9085542,10081879,6199126,9208665,9552690,"0"
"05128",1473895,1640203,1861312,6660389,1821149,2090576,2042818,1910922,"0"
"05129",1384362,1394947,2027061,3611917,1958802,3002523,2576395,1862430,"0"
"05130",3169497,3942867,5799539,1996073,2930390,2111232,3260438,1509190,"1"
"05131",1564326,1051015,850106,710177,1557511,788120,900593,589175,"1"
"05132",9868537,8361550,12761283,3684892,5738416,8120542,13762526,6246545,"1"
"05133",2509376,3236880,3080628,2807310,3495808,3139936,2740990,8036211,"0"
"05134",1287282,2550404,2275566,1840204,2081177,1920283,1881951,3164419,"0"
"05135",1374539,1659729,1749908,1920345,1143280,1565337,763507,926193,"0"
"05136",7389517,3561809,2058322,1242630,3784255,2418334,5729460,5678339,"1"
"05137",44099,169152,1791652,2092784,2722160,3372696,3693439,3044030,"0"
"05138",486714,1514947,1347516,1005157,2214583,3030941,1988008,1233072,"0"
"05139",1482902,2080398,1141599,2503153,2364843,1886658,2663997,1773065,"0"
"05140",563210,563568,725856,560068,893563,602356,1126732,625187,"0"
"05141",1763800,1658230,2053759,1513652,1905361,1951426,1730194,1511510,"0"
"05142",14607673,13239672,16715649,3844267,11370600,12992889,9814950,11897790,"1"
"05143",4690632,6120820,4191307,6149776,7614803,6300004,4299013,2902737,"0"
"05144",10565785,12968110,49907913,6775712,10948473,9830727,11631260,21867873,"1"
"05145",1250781,586830,1036479,580744,946002,985697,531294,406190,"1"
"05146",11565976,12843799,7068522,26938544,6549087,11680128,16259695,8924575,"0"
"05147",2069272,2924294,3770232,1618197,1690325,659171,978439,614496,"1"
"05148",4382396,4147331,7787187,6626590,6126533,6744016,8302743,5174371,"0"
"05149",1154964,1329509,1062705,548030,950787,1731816,1962365,1371771,"0"
"05150",6881042,7531468,4490136,5839050,4049116,3409267,8321601,4061535,"1"
"05151",2490214,3033216,1639383,2866886,3206241,3327438,1308121,2207053,"0"
"05152",3589370,3030794,2951688,2582784,4598690,2242349,2910963,3575867,"1"
"05153",956510,2691611,1417555,1736803,2167736,1860023,2433610,1869985,"0"
"05154",1667452,1350724,1474448,784771,1723883,2230127,2222329,1288155,"0"
"05155",7299851,13578258,14160046,32693655,12341488,7703809,2998603,8115696,"0"
"05156",4544946,2863304,2711263,2346458,3265154,3160361,3706385,1366752,"1"
"05157",1005920,1903989,1975741,1290094,1401756,1899683,1766909,1403340,"0"
"05158",2208719,2369117,6933810,10156984,17010553,12472381,24138830,14450110,"0"
"05159",6170508,12215457,6947400,6367976,7398836,2684968,4978179,9613565,"1"
"05160",2493110,2598563,3403707,3143278,3206978,2999525,3604390,2639814,"0"
"05161",1825999,1074143,2702417,1982551,1472043,2359057,2854308,1421209,"0"
"05162",989155,752891,1494669,1353518,2227995,932971,1416688,1259547,"1"
"05163",454854,628171,1042374,675180,706711,731160,688311,413609,"0"
"05164",1377458,1959455,1523142,1029098,1749449,1652405,2265523,739058,"0"
"05165",25379946,15032952,14831718,5856495,1175324,4978235,12536186,14119314,"1"
"05166",18496287,9233563,23210640,16211841,20905421,14430845,14618185,6001844,"1"
"05167",7173780,7267388,15620577,5668369,8762327,6110660,6705635,5564504,"1"
"05168",591311,2960022,550397,1195969,2181634,2918814,1504029,1416414,"0"
"05169",960555,1739141,2183080,569556,649170,1112523,728575,527231,"0"
"05170",1702468,1281213,1753785,1300313,1895060,1894736,2037697,1465915,"0"
"05171",2870626,3698797,2549364,4708245,2242670,1770263,2394888,3685257,"1"
"05172",13560552,11933790,8833586,11693916,15514496,22601455,18555937,17575040,"0"
"05173",2955565,2977221,2482377,2953194,1683877,2048262,2397087,1965186,"1"
"05174",2441003,3367996,2326459,4213841,3894188,3531296,2502686,3718014,"0"
"05175",2255491,1747143,1913410,1567979,2135416,2619462,2731460,1747274,"0"
"05176",5869867,2962927,1703897,1905803,3001583,1172078,1834086,1358270,"1"
"05177",807532,4784855,5313879,3943713,3915815,6631913,6487927,8891866,"0"
"05178",830676,1960085,922652,1846972,407825,1911736,1306735,1937168,"0"
"05179",343789,577290,480465,503598,725890,683919,637018,459479,"0"
"05180",2012986,1651392,2130232,1141172,1704824,1804792,2598370,1973256,"1"
"05181",3813738,5056367,849963,5893435,7127547,5315236,5555849,2871007,"0"
"05182",1053406,3306054,2825103,2423960,2672069,7805830,1889236,3262228,"0"
"05183",1634210,1681557,1429227,1699875,1886633,1583491,2010417,1671327,"1"
"05184",26007389,6679505,5575580,9485582,5887238,5525870,6532833,8328709,"1"
"05185",712971,801996,1087511,686671,934338,1177382,1628730,1070163,"0"
"05186",1716444,2451851,2999511,2054806,3129712,2643890,3052899,2347424,"0"
"05187",2986836,5828121,4418625,3660007,5375078,8142626,4771152,6548495,"0"
"05188",1124449,772872,744556,892179,1028213,1138399,1180633,1411234,"0"
"05189",4337220,7638916,6977667,3094315,7869621,3944667,2933408,2213577,"1"
"05190",1031906,1069526,1066813,1082855,1431376,1106007,1333374,779803,"0"
"05191",3430129,1327378,2452047,2230018,3217336,2406528,2640259,1481697,"1"
"05192",562389,742513,1024203,680340,796529,893538,896976,799481,"0"
"05193",1073414,2356388,1493720,1195389,1517287,2861760,2526775,2209549,"0"
